,Review,Score,Source
479,I LOVED it!,1,yelp
480,We asked for the bill to leave without eating and they didn't bring that either.,0,yelp
481,"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",1,yelp
482,Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,0,yelp
483,The selection of food was not the best.,0,yelp
484,Delicious and I will absolutely be back!,1,yelp
485,"This isn't a small family restaurant, this is a fine dining establishment.",1,yelp
486,They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,1,yelp
487,I dont think I will be back for a very long time.,0,yelp
488,"It was attached to a gas station, and that is rarely a good sign.",0,yelp
489,How awesome is that.,1,yelp
490,I will be back many times soon.,1,yelp
491,The menu had so much good stuff on it i could not decide!,1,yelp
492,"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",0,yelp
493,CONCLUSION: Very filling meals.,1,yelp
494,Their daily specials are always a hit with my group.,1,yelp
495,And then tragedy struck.,0,yelp
496,The pancake was also really good and pretty large at that.,1,yelp
497,"This was my first crawfish experience, and it was delicious!",1,yelp
498,Their monster chicken fried steak and eggs is my all time favorite.,1,yelp
499,Waitress was sweet and funny.,1,yelp
500,"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",1,yelp
501,"I'd rather eat airline food, seriously.",0,yelp
502,Cant say enough good things about this place.,1,yelp
503,The ambiance was incredible.,1,yelp
504,The waitress and manager are so friendly.,1,yelp
505,I would not recommend this place.,0,yelp
506,Overall I wasn't very impressed with Noca.,0,yelp
507,My gyro was basically lettuce only.,0,yelp
508,Terrible service!,0,yelp
509,Thoroughly disappointed!,0,yelp
510,"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.",1,yelp
511,"Give it a try, you will be happy you did.",1,yelp
512,By far the BEST cheesecurds we have ever had!,1,yelp
513,Reasonably priced also!,1,yelp
514,Everything was perfect the night we were in.,1,yelp
515,The food is very good for your typical bar food.,1,yelp
516,it was a drive to get there.,0,yelp
517,"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",1,yelp
518,"Anyway, I do not think i will go back there.",0,yelp
519,"Point your finger at any item on the menu, order it and you won't be disappointed.",1,yelp
520,"Oh this is such a thing of beauty, this restaurant.",1,yelp
521,If you haven't gone here GO NOW!,1,yelp
522,"A greasy, unhealthy meal.",0,yelp
523,first time there and might just be the last.,0,yelp
524,Those burgers were amazing.,1,yelp
525,"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",0,yelp
526,And it was way to expensive.,0,yelp
527,"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",1,yelp
528,This was my first time and I can't wait until the next.,1,yelp
529,The bartender was also nice.,1,yelp
530,Everything was good and tasty!,1,yelp
531,This place is two thumbs up....way up.,1,yelp
532,"The best place in Vegas for breakfast (just check out a Sat, or Sun.",1,yelp
533,"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",1,yelp
534,Terrible management.,0,yelp
535,An excellent new restaurant by an experienced Frenchman.,1,yelp
536,If there were zero stars I would give it zero stars.,0,yelp
537,"Great steak, great sides, great wine, amazing desserts.",1,yelp
538,Worst martini ever!,0,yelp
539,The steak and the shrimp are in my opinion the best entrees at GC.,1,yelp
540,I had the opportunity today to sample your amazing pizzas!,1,yelp
541,We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,0,yelp
542,The yellowtail carpaccio was melt in your mouth fresh.,1,yelp
543,I won't try going back there even if it's empty.,0,yelp
544,"No, I'm going to eat the potato that I found some strangers hair in it.",0,yelp
545,Just spicy enough.. Perfect actually.,1,yelp
546,Last night was my second time dining here and I was so happy I decided to go back!,1,yelp
547,"not even a ""hello, we will be right with you.""",0,yelp
548,The desserts were a bit strange.,0,yelp
549,My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,1,yelp
550,"I really do recommend this place, you can go wrong with this donut place!",1,yelp
551,Nice ambiance.,1,yelp
552,I would recommend saving room for this!,1,yelp
553,I guess maybe we went on an off night but it was disgraceful.,0,yelp
554,"However, my recent experience at this particular location was not so good.",0,yelp
555,"I know this is not like the other restaurants at all, something is very off here!",0,yelp
556,AVOID THIS ESTABLISHMENT!,0,yelp
557,I think this restaurant suffers from not trying hard enough.,0,yelp
558,All of the tapas dishes were delicious!,1,yelp
559,I *heart* this place.,1,yelp
560,My salad had a bland vinegrette on the baby greens and hearts of Palm.,0,yelp
561,After two I felt disgusting.,0,yelp
562,A good time!,1,yelp
563,I believe that this place is a great stop for those with a huge belly and hankering for sushi.,1,yelp
564,Generous portions and great taste.,1,yelp
565,I will never go back to this place and will never ever recommended this place to anyone!,0,yelp
566,"The servers went back and forth several times, not even so much as an ""Are you being helped?""",0,yelp
567,Food was delicious!,1,yelp
568,AN HOUR... seriously?,0,yelp
569,I consider this theft.,0,yelp
570,Eew... This location needs a complete overhaul.,0,yelp
571,We recently witnessed her poor quality of management towards other guests as well.,0,yelp
572,Waited and waited and waited.,0,yelp
573,"He also came back to check on us regularly, excellent service.",1,yelp
574,Our server was super nice and checked on us many times.,1,yelp
575,"The pizza tasted old, super chewy in not a good way.",0,yelp
576,I swung in to give them a try but was deeply disappointed.,0,yelp
577,Service was good and the company was better!,1,yelp
578,The staff are also very friendly and efficient.,1,yelp
579,"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",1,yelp
580,Boy was that sucker dry!!.,0,yelp
581,Over rated.,0,yelp
582,"If you look for authentic Thai food, go else where.",0,yelp
583,Their steaks are 100% recommended!,1,yelp
584,After I pulled up my car I waited for another 15 minutes before being acknowledged.,0,yelp
585,Great food and great service in a clean and friendly setting.,1,yelp
586,"All in all, I can assure you I'll be back.",1,yelp
587,I hate those things as much as cheap quality black olives.,0,yelp
588,"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",1,yelp
589,The kids play area is NASTY!,0,yelp
590,Great place fo take out or eat in.,1,yelp
591,The waitress was friendly and happy to accomodate for vegan/veggie options.,1,yelp
592,OMG I felt like I had never eaten Thai food until this dish.,1,yelp
593,"It was extremely ""crumby"" and pretty tasteless.",0,yelp
594,It was a pale color instead of nice and char and has NO flavor.,0,yelp
595,The croutons also taste homemade which is an extra plus.,1,yelp
596,I got home to see the driest damn wings ever!,0,yelp
597,It'll be a regular stop on my trips to Phoenix!,1,yelp
598,I really enjoyed Crema Café before they expanded; I even told friends they had the BEST breakfast.,1,yelp
599,Not good for the money.,0,yelp
600,I miss it and wish they had one in Philadelphia!,1,yelp
601,"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",0,yelp
602,They also have the best cheese crisp in town.,1,yelp
603,"Good value, great food, great service.",1,yelp
604,Couldn't ask for a more satisfying meal.,1,yelp
605,The food is good.,1,yelp
606,It was awesome.,1,yelp
607,I just wanted to leave.,0,yelp
608,We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,1,yelp
609,I will not be eating there again.,0,yelp
610,!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,0,yelp
611,I checked out this place a couple years ago and was not impressed.,0,yelp
612,"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",0,yelp
613,"Sorry, I will not be getting food from here anytime soon :(",0,yelp
614,An absolute must visit!,1,yelp
615,The cow tongue and cheek tacos are amazing.,1,yelp
616,My friend did not like his Bloody Mary.,0,yelp
617,"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",0,yelp
618,They really want to make your experience a good one.,1,yelp
619,I will not return.,0,yelp
620,I had the chicken Pho and it tasted very bland.,0,yelp
621,Very disappointing!!!,0,yelp
622,The grilled chicken was so tender and yellow from the saffron seasoning.,1,yelp
623,"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",0,yelp
624,Pretty awesome place.,1,yelp
625,Ambience is perfect.,1,yelp
626,Best of luck to the rude and non-customer service focused new management.,0,yelp
627,Any grandmother can make a roasted chicken better than this one.,0,yelp
628,I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,0,yelp
629,"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",1,yelp
630,Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,1,yelp
631,The roast beef sandwich tasted really good!,1,yelp
632,"Same evening, him and I are both drastically sick.",0,yelp
633,High-quality chicken on the chicken Caesar salad.,1,yelp
634,Ordered burger rare came in we'll done.,0,yelp
635,We were promptly greeted and seated.,1,yelp
636,Tried to go here for lunch and it was a madhouse.,0,yelp
637,"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",1,yelp
638,"After waiting an hour and being seated, I was not in the greatest of moods.",0,yelp
